""
"Indicator name: Intentional homicide  Data Source: UNODC(http://www.unodc.org/), Crime and criminal justice database(https://www.unodc.org/unodc/en/data-and-analysis/statistics/historic-data.html)"
"Description: Number of victims in total population express per 100,000 population. Intentional homicide is unlawful death purposefully inflicted on a person by another person. Data on intentional homicide should exclude attempted homicides."
"INDICATOR NAME (unit)","COUNTRY NAME","YEAR","VALUE"
"Intentional homicide (Per 100,000 population)","Belarus","2005","8.63"
"Robbery (Per 100,000 population)","Belarus","2005","0.12"
"Intentional homicide (Per 100,000 population)","Belarus","2006","7.71"
"Robbery (Per 100,000 population)","Belarus","2006","0.10"
"Intentional homicide (Per 100,000 population)","Belarus","2007","6.85"
"Robbery (Per 100,000 population)","Belarus","2007","0.09"
"Intentional homicide (Per 100,000 population)","Belarus","2008","5.84"
"Robbery (Per 100,000 population)","Belarus","2008","0.07"
"Intentional homicide (Per 100,000 population)","Belarus","2009","5.16"
"Robbery (Per 100,000 population)","Belarus","2009","0.06"
"Intentional homicide (Per 100,000 population)","Belarus","2010","4.26"
"Robbery (Per 100,000 population)","Belarus","2010","0.05"
"Intentional homicide (Per 100,000 population)","Belarus","2011","3.96"
"Robbery (Per 100,000 population)","Belarus","2011","0.04"
"Intentional homicide (Per 100,000 population)","Belarus","2012","3.61"
"Robbery (Per 100,000 population)","Belarus","2012","0.03"
"Intentional homicide (Per 100,000 population)","Belarus","2013","3.53"
"Robbery (Per 100,000 population)","Belarus","2013","0.03"
"Intentional homicide (Per 100,000 population)","Belarus","2014","3.60"
"Robbery (Per 100,000 population)","Belarus","2014","0.02"
"Intentional homicide (Per 100,000 population)","Belarus","2015","3.45"
"Intentional homicide (Per 100,000 population)","Belarus","2016","3.25"
"Intentional homicide (Per 100,000 population)","Belarus","2017","2.54"
"Intentional homicide (Per 100,000 population)","Belarus","2018","2.39"
"Intentional homicide (Per 100,000 population)","Belgium","1990","1.04"
"Intentional homicide (Per 100,000 population)","Belgium","1991","1.02"
"Intentional homicide (Per 100,000 population)","Belgium","1992","1.20"
"Intentional homicide (Per 100,000 population)","Belgium","1993","1.43"
"Intentional homicide (Per 100,000 population)","Belgium","1994","1.18"
"Intentional homicide (Per 100,000 population)","Belgium","1995","1.39"
"Intentional homicide (Per 100,000 population)","Belgium","1996","1.18"
"Intentional homicide (Per 100,000 population)","Belgium","1997","1.42"
"Intentional homicide (Per 100,000 population)","Belgium","2000","2.06"
"Intentional homicide (Per 100,000 population)","Belgium","2001","2.73"
"Intentional homicide (Per 100,000 population)","Belgium","2002","3.08"
"Intentional homicide (Per 100,000 population)","Belgium","2003","2.21"
"Robbery (Per 100,000 population)","Belgium","2003","2.17"
"Intentional homicide (Per 100,000 population)","Belgium","2004","2.56"
"Robbery (Per 100,000 population)","Belgium","2004","1.98"
"Intentional homicide (Per 100,000 population)","Belgium","2005","2.10"
"Robbery (Per 100,000 population)","Belgium","2005","1.92"
"Intentional homicide (Per 100,000 population)","Belgium","2006","2.08"
"Robbery (Per 100,000 population)","Belgium","2006","2.05"
"Intentional homicide (Per 100,000 population)","Belgium","2007","1.97"
"Robbery (Per 100,000 population)","Belgium","2007","2.02"
"Intentional homicide (Per 100,000 population)","Belgium","2008","1.88"
"Robbery (Per 100,000 population)","Belgium","2008","1.99"
"Intentional homicide (Per 100,000 population)","Belgium","2009","1.74"
"Robbery (Per 100,000 population)","Belgium","2009","1.89"
"Intentional homicide (Per 100,000 population)","Belgium","2010","1.73"
"Robbery (Per 100,000 population)","Belgium","2010","0.24"
"Intentional homicide (Per 100,000 population)","Belgium","2011","1.94"
"Robbery (Per 100,000 population)","Belgium","2011","0.27"
"Intentional homicide (Per 100,000 population)","Belgium","2012","1.85"
"Robbery (Per 100,000 population)","Belgium","2012","0.26"
"Intentional homicide (Per 100,000 population)","Belgium","2013","1.84"
"Robbery (Per 100,000 population)","Belgium","2013","0.23"
"Intentional homicide (Per 100,000 population)","Belgium","2014","1.87"
"Robbery (Per 100,000 population)","Belgium","2014","0.22"
"Intentional homicide (Per 100,000 population)","Belgium","2015","2.04"
"Robbery (Per 100,000 population)","Belgium","2015","0.22"
"Intentional homicide (Per 100,000 population)","Belgium","2016","1.53"
"Robbery (Per 100,000 population)","Belgium","2016","0.21"
"Intentional homicide (Per 100,000 population)","Belgium","2017","1.69"
"Robbery (Per 100,000 population)","Belgium","2017","0.19"
"Intentional homicide (Per 100,000 population)","Belize","2000","16.58"
"Intentional homicide (Per 100,000 population)","Belize","2001","25.09"
"Intentional homicide (Per 100,000 population)","Belize","2002","33.16"
"Intentional homicide (Per 100,000 population)","Belize","2003","24.87"
"Intentional homicide (Per 100,000 population)","Belize","2004","28.57"
"Intentional homicide (Per 100,000 population)","Belize","2005","28.54"
"Robbery (Per 100,000 population)","Belize","2005","0.01"
"Intentional homicide (Per 100,000 population)","Belize","2006","31.58"
"Robbery (Per 100,000 population)","Belize","2006","0.01"
"Intentional homicide (Per 100,000 population)","Belize","2007","32.44"
"Intentional homicide (Per 100,000 population)","Belize","2008","33.57"
"Intentional homicide (Per 100,000 population)","Belize","2009","30.83"
"Robbery (Per 100,000 population)","Belize","2009","0.01"
"Intentional homicide (Per 100,000 population)","Belize","2010","40.00"
"Robbery (Per 100,000 population)","Belize","2010","0.00"
"Intentional homicide (Per 100,000 population)","Belize","2011","37.55"
"Robbery (Per 100,000 population)","Belize","2011","0.00"
"Intentional homicide (Per 100,000 population)","Belize","2012","42.90"
"Robbery (Per 100,000 population)","Belize","2012","0.00"
"Intentional homicide (Per 100,000 population)","Belize","2013","28.64"
"Robbery (Per 100,000 population)","Belize","2013","0.00"
"Intentional homicide (Per 100,000 population)","Belize","2014","34.81"
"Robbery (Per 100,000 population)","Belize","2014","0.00"
"Intentional homicide (Per 100,000 population)","Belize","2015","32.97"
"Robbery (Per 100,000 population)","Belize","2015","0.00"
"Intentional homicide (Per 100,000 population)","Belize","2016","37.46"
"Robbery (Per 100,000 population)","Belize","2016","0.00"
"Intentional homicide (Per 100,000 population)","Belize","2017","37.79"
"Intentional homicide (Per 100,000 population)","Benin","2017","1.13"
"Robbery (Per 100,000 population)","Benin","2017","0.00"
"Intentional homicide (Per 100,000 population)","Bhutan","1990","3.77"
"Intentional homicide (Per 100,000 population)","Bhutan","1991","2.24"
"Intentional homicide (Per 100,000 population)","Bhutan","1992","5.05"
"Intentional homicide (Per 100,000 population)","Bhutan","1993","3.57"
"Intentional homicide (Per 100,000 population)","Bhutan","1994","3.76"
"Intentional homicide (Per 100,000 population)","Bhutan","1995","2.99"
"Intentional homicide (Per 100,000 population)","Bhutan","1996","2.22"
"Intentional homicide (Per 100,000 population)","Bhutan","1997","1.27"
"Intentional homicide (Per 100,000 population)","Bhutan","1998","1.95"
"Intentional homicide (Per 100,000 population)","Bhutan","1999","2.25"
"Intentional homicide (Per 100,000 population)","Bhutan","2000","3.05"
"Intentional homicide (Per 100,000 population)","Bhutan","2001","3.15"
"Intentional homicide (Per 100,000 population)","Bhutan","2002","3.08"
"Intentional homicide (Per 100,000 population)","Bhutan","2003","0.80"
"Intentional homicide (Per 100,000 population)","Bhutan","2004","2.35"
"Intentional homicide (Per 100,000 population)","Bhutan","2005","1.70"
"Intentional homicide (Per 100,000 population)","Bhutan","2006","1.37"
"Intentional homicide (Per 100,000 population)","Bhutan","2007","2.11"
"Intentional homicide (Per 100,000 population)","Bhutan","2008","2.68"
"Robbery (Per 100,000 population)","Bhutan","2008","0.00"
"Intentional homicide (Per 100,000 population)","Bhutan","2009","2.36"
"Robbery (Per 100,000 population)","Bhutan","2009","0.00"
"Intentional homicide (Per 100,000 population)","Bhutan","2010","2.33"
"Robbery (Per 100,000 population)","Bhutan","2010","0.00"
"Intentional homicide (Per 100,000 population)","Bhutan","2011","4.62"
"Robbery (Per 100,000 population)","Bhutan","2011","0.00"
"Intentional homicide (Per 100,000 population)","Bhutan","2012","4.70"
"Robbery (Per 100,000 population)","Bhutan","2012","0.00"
"Intentional homicide (Per 100,000 population)","Bhutan","2013","3.38"
"Robbery (Per 100,000 population)","Bhutan","2013","0.00"
"Robbery (Per 100,000 population)","Bhutan","2014","0.00"
"Intentional homicide (Per 100,000 population)","Bhutan","2015","1.65"
"Robbery (Per 100,000 population)","Bhutan","2015","0.00"
"Intentional homicide (Per 100,000 population)","Bhutan","2016","1.22"
"Robbery (Per 100,000 population)","Bhutan","2016","0.00"
"Intentional homicide (Per 100,000 population)","Bhutan","2017","1.74"
"Robbery (Per 100,000 population)","Bhutan","2017","0.00"
"Intentional homicide (Per 100,000 population)","Bhutan","2018","1.19"
"Intentional homicide (Per 100,000 population)","Bolivia (Plurinational State of)","2005","5.18"
"Robbery (Per 100,000 population)","Bolivia (Plurinational State of)","2005","0.09"
"Intentional homicide (Per 100,000 population)","Bolivia (Plurinational State of)","2006","5.13"
"Robbery (Per 100,000 population)","Bolivia (Plurinational State of)","2006","0.09"
"Intentional homicide (Per 100,000 population)","Bolivia (Plurinational State of)","2007","8.06"
"Robbery (Per 100,000 population)","Bolivia (Plurinational State of)","2007","0.10"
"Intentional homicide (Per 100,000 population)","Bolivia (Plurinational State of)","2008","8.52"
"Robbery (Per 100,000 population)","Bolivia (Plurinational State of)","2008","0.13"
"Intentional homicide (Per 100,000 population)","Bolivia (Plurinational State of)","2009","8.29"
"Robbery (Per 100,000 population)","Bolivia (Plurinational State of)","2009","0.13"
"Intentional homicide (Per 100,000 population)","Bolivia (Plurinational State of)","2010","12.67"
"Robbery (Per 100,000 population)","Bolivia (Plurinational State of)","2010","0.12"
"Intentional homicide (Per 100,000 population)","Bolivia (Plurinational State of)","2011","12.10"
"Robbery (Per 100,000 population)","Bolivia (Plurinational State of)","2011","0.12"
"Intentional homicide (Per 100,000 population)","Bolivia (Plurinational State of)","2012","11.77"
"Robbery (Per 100,000 population)","Bolivia (Plurinational State of)","2012","0.14"
"Intentional homicide (Per 100,000 population)","Bolivia (Plurinational State of)","2013","8.84"
"Intentional homicide (Per 100,000 population)","Bolivia (Plurinational State of)","2014","8.80"
"Intentional homicide (Per 100,000 population)","Bolivia (Plurinational State of)","2015","6.17"
"Intentional homicide (Per 100,000 population)","Bolivia (Plurinational State of)","2016","6.22"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","1990","1.64"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2000","2.64"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2001","2.18"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2002","2.39"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2004","1.81"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2005","1.86"
"Robbery (Per 100,000 population)","Bosnia and Herzegovina","2005","0.01"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2006","1.94"
"Robbery (Per 100,000 population)","Bosnia and Herzegovina","2006","0.01"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2007","1.75"
"Robbery (Per 100,000 population)","Bosnia and Herzegovina","2007","0.01"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2008","1.76"
"Robbery (Per 100,000 population)","Bosnia and Herzegovina","2008","0.01"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2009","1.90"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2010","1.51"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2011","1.39"
"Robbery (Per 100,000 population)","Bosnia and Herzegovina","2011","0.01"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2012","1.75"
"Robbery (Per 100,000 population)","Bosnia and Herzegovina","2012","0.01"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2013","1.30"
"Robbery (Per 100,000 population)","Bosnia and Herzegovina","2013","0.01"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2014","1.44"
"Robbery (Per 100,000 population)","Bosnia and Herzegovina","2014","0.01"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2015","1.66"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2016","1.33"
"Robbery (Per 100,000 population)","Bosnia and Herzegovina","2016","0.01"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2017","1.25"
"Robbery (Per 100,000 population)","Bosnia and Herzegovina","2017","0.01"
"Intentional homicide (Per 100,000 population)","Bosnia and Herzegovina","2018","1.17"
"Intentional homicide (Per 100,000 population)","Botswana","2001","12.72"
"Intentional homicide (Per 100,000 population)","Botswana","2002","14.96"
"Intentional homicide (Per 100,000 population)","Botswana","2003","17.99"
"Intentional homicide (Per 100,000 population)","Botswana","2004","14.67"
"Intentional homicide (Per 100,000 population)","Botswana","2005","16.17"
"Intentional homicide (Per 100,000 population)","Botswana","2006","14.22"
"Intentional homicide (Per 100,000 population)","Botswana","2007","14.93"
"Intentional homicide (Per 100,000 population)","Botswana","2008","14.67"
"Intentional homicide (Per 100,000 population)","Botswana","2009","14.79"
"Robbery (Per 100,000 population)","Botswana","2009","0.03"
"Intentional homicide (Per 100,000 population)","Botswana","2010","15.25"
"Robbery (Per 100,000 population)","Botswana","2010","0.02"
"Robbery (Per 100,000 population)","Botswana","2011","0.02"
"Robbery (Per 100,000 population)","Botswana","2014","0.02"
"Intentional homicide (Per 100,000 population)","Brazil","1990","19.66"
"Intentional homicide (Per 100,000 population)","Brazil","1991","18.56"
"Intentional homicide (Per 100,000 population)","Brazil","1992","16.83"
